date,location,flavor,size,qty,defecttype,cavitynum,jobnum,shift
9/23/14,4,SGL-Sweet Greens & Lemon,15.2,6,7,,168798,3
9/23/14,4,SGL-Sweet Greens & Lemon,15.2,4,2,,168798,3
9/23/14,4,SGL-Sweet Greens & Lemon,15.2,2,6,,168798,3
9/23/14,4,Apple Berry,15.2,4,2,,168882,3
9/23/14,4,Apple Berry,15.2,3,4,,168882,3
9/23/14,4,Apple Berry,15.2,1,3,28,168882,3
9/23/14,4,Apple Berry,15.2,1,3,22,168882,3
9/23/14,4,Apple Berry,15.2,1,3,22,168882,3
9/23/14,4,Apple Berry,15.2,1,3,21,168882,3
9/23/14,4,PP-Protein Power,15.2,2,7,,168760,3
9/23/14,4,OA-Organic Apple,15.2,2,7,,168854,3
9/23/14,4,PP-Protein Power,15.2,9,7,,168760,3
9/23/14,4,PP-Protein Power,15.2,1,3,,168760,3
9/23/14,4,PP-Protein Power,15.2,13,1,,168760,3
9/23/14,4,OA-Organic Apple,15.2,1,6,,168854,3
9/23/14,4,OA-Organic Apple,15.2,1,7,,168854,3
9/23/14,4,OA-Organic Apple,15.2,3,8,,168854,3
9/23/14,4,PP-Protein Power,15.2,6,8,,168760,3
9/23/14,4,OGF-Organic Grapefruit,15.2,2,8,,168831,3
9/23/14,6,PP-Protein Power,15.2,48,8,,168760,3
9/23/14,2,OGF-Organic Grapefruit,15.2,20,7,,168831,3
9/23/14,2,PP-Protein Power,15.2,52,7,,168750,3
9/23/14,2,OA-Organic Apple,15.2,18,7,,168854,3
9/23/14,2,SGL-Sweet Greens & Lemon,15.2,15,7,,168798,3
9/23/14,2,Apple Berry,15.2,25,7,,168882,3
9/23/14,2,OGF-Organic Grapefruit,15.2,2,7,,168832,3
9/23/14,2,OA-Organic Apple,64,6,7,,168853,3
9/23/14,6,Apple Berry,15.2,8,7,,168882,3
9/23/14,6,OGF-Organic Grapefruit,15.2,8,7,,168831,3
9/23/14,6,OGF-Organic Grapefruit,15.2,1,2,,168831,3
9/23/14,6,SGL-Sweet Greens & Lemon,15.2,3,7,,168798,3
9/23/14,5,EG-Essential Greens,15.2,18,"7,8",,168861,3
9/25/14,6,OV-Organic Veggie,15.2,3,1,,168931,2
9/25/14,6,OV-Organic Veggie,15.2,23,7,,168931,2
9/25/14,6,OCM- Orange Carrot Mango,15.2,3,2,,168939,2
9/25/14,6,RO-Regular Orange,64,9,1,,168917,2
9/25/14,6,RO-Regular Orange,64,3,2,,168917,2
9/25/14,6,Defense Up,15.2,9,7,,168970,2
9/25/14,1,Super Green,15.2,8,7,,168975,3
9/25/14,1,Super Green,15.2,1,2,,168975,3
9/25/14,1,SGL-Sweet Greens & Lemon,15.2,1,2,,168983,3
9/25/14,1,SGL-Sweet Greens & Lemon,15.2,3,7,,168983,3
9/25/14,1,SC-Splendid Carrot,15.2,5,7,,168985,3
9/25/14,1,RO-Regular Orange,15.2,5,2,,169054,3
9/25/14,1,RO-Regular Orange,15.2,17,7,,169054,3
9/25/14,1,RO-Regular Orange,32,2,4,,,3
9/25/14,2,Defense Up,15.2,70,7,,168970,3
9/25/14,2,RO-Regular Orange,15.2,30,7,,169054,3
9/25/14,2,OV-Organic Veggie,15.2,92,7,,168931,3
9/25/14,2,Super Green,15.2,58,7,,168975,3
9/25/14,2,RO-Regular Orange,15.2,2,7,,168917,3
9/25/14,2,OV-Organic Veggie,15.2,52,7,,168931,3
9/25/14,3,EG-Essential Greens,32,1,2,,168865,3
9/25/14,3,EG-Essential Greens,32,3,6,,168865,3
9/25/14,3,EG-Essential Greens,32,4,7,,168865,3
9/25/14,3,EG-Essential Greens,32,3,8,,168865,3
9/25/14,4,OV-Organic Veggie,15.2,29,6,,168931,3
9/25/14,4,OV-Organic Veggie,15.2,14,7,,168931,3
9/25/14,4,OV-Organic Veggie,15.2,7,2,,168931,3
9/25/14,4,Super Green,15.2,5,7,,168975,3
9/25/14,4,Defense Up,15.2,10,7,,168970,3
9/25/14,4,Defense Up,15.2,2,2,,168970,3
9/25/14,4,Defense Up,15.2,9,8,,168970,3
9/25/14,4,OV-Organic Veggie,15.2,17,"1,8",,168931,3
9/25/14,4,Super Green,15.2,4,8,,168975,3
9/25/14,5,OV-Organic Veggie,15.2,18,7,,168931,3
9/25/14,2,EG-Essential Greens,15.2,60,7,,168864,3
9/25/14,2,EG-Essential Greens,64,3,7,,168866,3
9/25/14,2,Defense Up,15.2,10,7,,168970,3
9/25/14,6,Defense Up,15.2,5,2,,168970,2
9/25/14,6,Defense Up,15.2,1,7,,168970,2
9/25/14,6,Defense Up,15.2,1,4,,168970,2
9/25/14,6,EV-Essential Veggies,15.2,2,2,,168935,2
9/25/14,6,EV-Essential Veggies,15.2,4,7,,168935,2
9/25/14,6,EV-Essential Veggies,15.2,2,1,,168935,2
9/25/14,6,OCM- Orange Carrot Mango,15.2,4,7,,168939,2
9/25/14,6,RO-Regular Orange,15.2,3,2,,168789,2
9/25/14,6,OV-Organic Veggie,15.2,1,7,,168931,2
9/25/14,3,RGF-Regular Grapefruit,32,1,2,,168842,1
9/25/14,3,RGF-Regular Grapefruit,32,1,7,,168842,1
9/25/14,2,RL-Regular Lemon,128,1,2,,168922,1
9/25/14,4,RO-Regular Orange,15.2,4,2,,168789,1
9/25/14,2,Defense Up,15.2,90,7,,168970,1
9/25/14,2,Defense Up,15.2,2,2,,168970,1
9/25/14,2,Defense Up,15.2,1,8,,168970,1
9/25/14,2,RO-Regular Orange,15.2,1,7,,168789,1
9/25/14,2,EG-Essential Greens,15.2,1,7,,168884,1
9/25/14,2,EV-Essential Veggies,15.2,1,7,,168935,1
9/25/14,2,RL-Regular Lemon,128,3,9,,168922,
9/25/14,2,Defense Up,15.2,29,9,,168970,
9/25/14,2,RO-Regular Orange,15.2,14,9,,168789,
9/25/14,1,RO-Regular Orange,15.2,20,9,,168789,1
9/25/14,1,Defense Up,15.2,32,9,,168970,1
9/25/14,1,EV-Essential Veggies,15.2,6,9,,168935,1
9/25/14,2,Defense Up,15.2,,7,,168970,1
9/25/14,4,Defense Up,15.2,7,2,,168970,1
9/25/14,2,RO-Regular Orange,15.2,6,2,,168789,2
9/25/14,2,RO-Regular Orange,15.2,75,7,,168789,2
9/25/14,2,Defense Up,15.2,7,2,,168970,2
9/25/14,2,Defense Up,15.2,103,7,,168970,2
9/25/14,2,OV-Organic Veggie,15.2,17,7,,168935,2
9/25/14,2,OV-Organic Veggie,15.2,1,2,,168935,2
9/25/14,2,RGF-Regular Grapefruit,15.2,3,7,,168843,2
9/25/14,2,OCM- Orange Carrot Mango,15.2,2,7,,168939,2
9/25/14,3,RGF-Regular Grapefruit,59,30,1,,168843,2
9/25/14,3,EG-Essential Greens,32,7,1,,168865,2
9/25/14,3,EG-Essential Greens,32,6,2,,168865,2
9/25/14,3,RL-Regular Lemon,128,1,1,,168922,2
9/25/14,3,CPW-Coconut Pineapple Water,64,4,2,,168877,2
9/25/14,3,RGF-Regular Grapefruit,32,2,2,,168842,2
9/26/14,1,SGL-Sweet Greens & Lemon,15.2,5,9,,168980,1
9/26/14,1,SGL-Sweet Greens & Lemon,15.2,15,9,,168983,1
9/26/14,1,ORR-Organic Ruby Roots,15.2,5,9,,168987,1
9/26/14,1,RO-Regular Orange,128,2,9,,169066,1
9/26/14,1,CPW-Coconut Pineapple Water,15.2,15,9,,168996,1
9/26/14,1,MCS-Mango Carrot Smoothy,64,6,9,,168941,1
9/26/14,1,OAG-Organic Avocado Greens,15.2,6,9,,168977,1
9/26/14,2,Super Green,15.2,62,7,,168975,1
9/26/14,2,Super Green,15.2,1,3,28,168975,1
9/26/14,2,Super Green,15.2,1,3,21,168975,1
9/26/14,2,Super Green,15.2,1,3,25,168975,1
9/26/14,2,SGL-Sweet Greens & Lemon,15.2,50,7,,168983,1
9/26/14,2,SGL-Sweet Greens & Lemon,15.2,1,3,,168983,1
9/26/14,2,CPW-Coconut Pineapple Water,15.2,11,7,,168996,1
9/26/14,2,Defense Up,15.2,3,7,,168970,1
9/26/14,2,OV-Organic Veggie,15.2,3,7,,168931,1
9/26/14,2,RO-Regular Orange,15.2,1,7,,168789,1
9/26/14,2,OCM- Orange Carrot Mango,15.2,1,7,,168939,1
9/26/14,2,OAC-OreganicAcidified Carrot,64,1,7,,168928,1
9/26/14,2,Defense Up,15.2,33,"1,7",,168970,1
9/26/14,2,SGL-Sweet Greens & Lemon,15.2,27,7,,168983,1
9/26/14,2,OAC-OreganicAcidified Carrot,64,1,6,,168928,1
9/26/14,3,RO-Regular Orange,64,2,8,,168917,1
9/26/14,3,OGF-Organic Grapefruit,15.2,2,2,,168841,1
9/26/14,3,OGF-Organic Grapefruit,15.2,,4,,168841,1
9/26/14,6,Super Green,15.2,20,2,,168975,1
9/26/14,6,SGL-Sweet Greens & Lemon,15.2,5,2,,168983,1
9/26/14,4,Defense Up,15.2,10,2,,168970,1
9/26/14,4,Defense Up,15.2,9,8,,168970,1
9/26/14,6,SGL-Sweet Greens & Lemon,15.2,1,2,,168983,2
9/26/14,6,SGL-Sweet Greens & Lemon,15.2,6,7,,168983,2
9/26/14,6,CPW-Coconut Pineapple Water,15.2,1,2,,168996,2
9/26/14,2,SGL-Sweet Greens & Lemon,15.2,75,7,,168983,2
9/26/14,2,CPW-Coconut Pineapple Water,15.2,46,7,,168996,2
9/26/14,2,CPW-Coconut Pineapple Water,15.2,5,3,,168996,2
9/26/14,2,RO-Regular Orange,128,14,7,,169060,2
9/26/14,2,MCS-Mango Carrot Smoothy,64,3,7,,168941,2
9/26/14,2,RO-Regular Orange,15.2,9,7,,169054,2
9/26/14,2,ORR-Organic Ruby Roots,15.2,9,7,,168987,2
9/26/14,2,OAG-Organic Avocado Greens,15.2,4,7,,168977,2
9/26/14,2,SGG-Sweet Greens & Ginger,15.2,15,7,,168980,2
9/26/14,2,RO-Regular Orange,128,1,1,,169060,2
9/26/14,3,RO-Regular Orange,128,2,2,,169066,3
9/26/14,3,RO-Regular Orange,128,4,6,,169066,3
9/26/14,3,RO-Regular Orange,128,8,8,,169066,3
9/26/14,3,MCS-Mango Carrot Smoothy,64,1,7,,168941,3
9/26/14,3,MCS-Mango Carrot Smoothy,64,2,8,,168941,3
9/26/14,3,MCS-Mango Carrot Smoothy,64,2,6,,168941,3
9/26/14,3,OCM- Orange Carrot Mango,15.2,1,7,,168839,2
9/26/14,3,Defense Up,15.2,1,1,,168970,2
9/26/14,3,OGF-Organic Grapefruit,32,2,1,,168832,2
9/26/14,3,RO-Regular Orange,32,2,7,,168790,2
9/26/14,3,RO-Regular Orange,15.2,6,1,,168789,2
9/26/14,4,SGL-Sweet Greens & Lemon,15.2,6,8,,168983,2
9/26/14,4,CPW-Coconut Pineapple Water,15.2,3,8,,168996,2
9/26/14,4,CPW-Coconut Pineapple Water,15.2,20,1,,168996,3
9/26/14,6,CPW-Coconut Pineapple Water,15.2,12,"7,8",,168995,3
9/26/14,6,SGL-Sweet Greens & Lemon,15.2,36,"7,8",,169026,3
9/28/14,1,O. Strawberry Lemonade,15.2,8,7,,169112,3
9/28/14,1,O. Lemonade,64,6,1,,169104,3
9/28/14,1,O. Lemonade,64,5,1,,169108,3
9/28/14,1,O. Lemonade,128,17,2,,169109,3
9/28/14,1,OSL-Organic Spicy Lemonade,15.2,2,7,,169102,3
9/28/14,1,OL-Organic Lemon,64,70,"4,7",,169104,3
9/28/14,1,O. Lemonade,64,14,"4,7",,169108,3
9/28/14,1,O. Lemonade,128,12,"4,7",,169109,3
9/28/14,1,OSL-Organic Spicy Lemonade,15.2,69,"7,4,2",,169102,3
9/28/14,1,O. Strawberry Lemonade,15.2,192,"7,4,2",,169112,3
9/28/14,4,SGG-Sweet Greens & Ginger,15.2,6,"1,8",,168980,3
9/28/14,4,O. Strawberry Lemonade,15.2,2,1,,169112,3
9/28/14,4,SGG-Sweet Greens & Ginger,15.2,8,2,,168980,3
9/28/14,4,SGG-Sweet Greens & Ginger,15.2,4,4,,168980,3
9/28/14,4,SGG-Sweet Greens & Ginger,15.2,10,8,,168980,3
9/28/14,4,SGG-Sweet Greens & Ginger,15.2,4,7,,168980,3
9/28/14,4,O. Strawberry Lemonade,15.2,7,2,,169112,3
9/28/14,4,O. Strawberry Lemonade,15.2,2,2,,169112,3
9/28/14,4,O. Strawberry Lemonade,15.2,8,7,,169112,3
9/28/14,4,ORR-Organic Ruby Roots,15.2,11,1,,168987,3
9/28/14,4,ORR-Organic Ruby Roots,15.2,4,8,,168987,3
9/28/14,4,O. Strawberry Lemonade,15.2,4,8,,169112,3
9/28/14,4,O. Strawberry Lemonade,15.2,6,1,,169112,3
9/29/14,1,OO-Oraganic Orange,64,7,9,,169234,1
9/29/14,1,OGL-Organic Ginger Lemonade,15.2,10,9,,169099,1
9/29/14,1,SGL-Sweet Greens & Lemon,15.2,5,9,,169193,1
9/29/14,1,OO-Oraganic Orange,59,3,9,,169235,1
9/29/14,1,OO-Oraganic Orange,128,4,9,,169236,1
9/29/14,1,OO-Oraganic Orange,32,11,9,,169233,1
9/29/14,1,OO-Oraganic Orange,15.2,27,9,,169232,1
9/29/14,1,Super Green,15.2,8,9,,169120,1
9/29/14,2,OGL-Organic Ginger Lemonade,15.2,49,7,,169099,1
9/29/14,2,OGL-Organic Ginger Lemonade,15.2,2,2,,169099,1
9/29/14,2,OGL-Organic Ginger Lemonade,15.2,1,3,,169099,1
9/29/14,2,SGL-Sweet Greens & Lemon,15.2,3,2,,169193,1
9/29/14,2,SGL-Sweet Greens & Lemon,15.2,103,7,,169193,1
9/29/14,2,OSL-Organic Spicy Lemonade,15.2,1,2,,169102,1
9/29/14,2,OO-Oraganic Orange,15.2,1,7,,169232,1
9/29/14,2,OO-Oraganic Orange,64,1,7,,169234,1
9/29/14,2,Super Green,15.2,1,7,,169120,1
9/29/14,2,SGL-Sweet Greens & Lemon,15.2,6,7,,169193,1
9/29/14,2,OSL-Organic Spicy Lemonade,15.2,11,7,,169102,1
9/29/14,2,OO-Oraganic Orange,64,3,6,,169234,1
9/29/14,3,OL-Organic Lemon,64,6,8,,169104,1
9/29/14,3,O. Strawberry Lemonade,64,1,2,,169113,1
9/29/14,3,O. Lemonade,64,1,8,,169108,1
9/29/14,3,OG-Organic Grapefruit,32,1,8,,168832,1
9/29/14,4,OSL-Organic Spicy Lemonade,15.2,7,8,,169102,1
9/29/14,4,SGL-Sweet Greens & Lemon,15.2,5,8,,169193,1
9/29/14,4,OO-Oraganic Orange,15.2,2,8,,169232,1
9/29/14,4,OGL-Organic Ginger Lemonade,15.2,20,2,,169099,1
9/29/14,4,SGL-Sweet Greens & Lemon,15.2,7,9,,169193,1
9/29/14,4,OSL-Organic Spicy Lemonade,15.2,2,4,,169102,1
9/29/14,4,OSL-Organic Spicy Lemonade,15.2,3,2,,169102,1
9/29/14,4,SGL-Sweet Greens & Lemon,15.2,4,2,,169193,1
9/29/14,4,SGL-Sweet Greens & Lemon,15.2,2,4,,169193,1
9/29/14,6,OA-Organic Apple,64,18,1,,169160,2
9/29/14,6,OA-Organic Apple,64,2,2,,169160,2
9/29/14,6,OA-Organic Apple,15.2,16,7,,169161,2
9/29/14,6,RA-Regular Apple,59,9,1,,169167,2
9/29/14,6,Super Green,15.2,26,2,,169120,2
9/29/14,6,Super Green,15.2,21,7,,169120,2
9/29/14,6,OGL-Organic Ginger Lemonade,15.2,5,7,,169099,2
9/29/14,6,OGL-Organic Ginger Lemonade,15.2,3,2,,169099,2
9/29/14,6,SGL-Sweet Greens & Lemon,15.2,2,2,,169193,2
9/29/14,6,SGL-Sweet Greens & Lemon,15.2,5,7,,169193,2
9/29/14,6,RA-Regular Apple,128,1,2,,169168,2
9/29/14,6,RA-Regular Apple,128,3,1,,169168,2
9/29/14,2,OM-Orange Mango,15.2,25,7,,169232,2
9/29/14,2,OM-Orange Mango,15.2,7,2,,169232,2
9/29/14,2,OO-Oraganic Orange,59,4,7,,169235,2
9/29/14,2,OO-Oraganic Orange,64,3,7,,169234,2
9/29/14,2,O. Strawberry Lemonade,64,1,7,,169113,2
9/29/14,2,OL-Organic Lemon,64,1,7,,169104,2
9/29/14,2,OO-Oraganic Orange,32,5,7,,169233,2
9/29/14,2,Super Green,15.2,48,7,,169120,2
9/29/14,2,Super Green,15.2,4,2,,169120,2
9/29/14,2,OA-Organic Apple,64,1,7,,169160,2
9/29/14,2,Super Green,15.2,19,7,,169120,2
9/29/14,2,Super Green,15.2,2,3,,169120,2
9/29/14,2,Apple Berry,15.2,1,3,12,169208,
9/29/14,2,Apple Berry,15.2,1,3,21,169208,
9/29/14,2,Apple Berry,15.2,1,3,7,169208,
9/29/14,2,Apple Berry,15.2,1,3,15,169208,
9/29/14,2,Apple Berry,15.2,1,3,28,169208,
9/29/14,2,Apple Berry,15.2,1,3,19,169208,
9/29/14,2,Tangerine,15.2,1,3,8,169176,
9/29/14,2,Coconut Water Greens,15.2,1,3,8,168856,
9/29/14,2,Sweet Greens Lemon,15.2,1,3,6,169193,
9/29/14,2,Defense Up,15.2,1,3,19,168970,
9/29/14,2,Defense Up,15.2,1,3,28,168970,
9/29/14,2,Defense Up,15.2,1,3,18,168970,
9/29/14,2,Super Green,15.2,1,2,,169120,2
9/29/14,4,OO-Oraganic Orange,15.2,18,"8,2",,169232,2
9/29/14,4,Super Green,15.2,5,8,,169120,2
9/29/14,4,Super Green,15.2,6,2,,169120,4
9/29/14,4,Super Green,15.2,2,4,,169120,4
9/29/14,2,O. Strawberry Lemonade,15.2,70,7,,169112,2
9/29/14,2,O. Lemonade,64,3,7,,169108,2
9/29/14,2,ORR-Organic Ruby Roots,15.2,10,7,,168987,2
9/29/14,2,SGG-Sweet Greens & Ginger,15.2,3,7,,168980,2
9/29/14,1,Tangerine,59,4,2,,169177,3
9/29/14,1,Smoothie Greens,15.2,15,7,,169187,3
9/29/14,1,Tangerine,64,6,7,,169179,3
9/29/14,1,Mango,15.2,8,7,,169198,3
9/29/14,1,Tangerine,15.2,7,7,,169176,3
9/29/14,3,O. Lemonade,128,1,6,,169109,3
9/29/14,3,O. Lemonade,128,4,7,,169109,3
9/29/14,3,OO-Oraganic Orange,64,6,7,,169234,3
9/29/14,3,OO-Oraganic Orange,64,7,4,,169234,3
9/29/14,3,OO-Oraganic Orange,64,4,8,,169234,3
9/29/14,3,OO-Oraganic Orange,59,1,4,,169235,3
9/29/14,3,OO-Oraganic Orange,59,2,6,,169235,3
9/29/14,3,OO-Oraganic Orange,59,28,8,,169235,3
9/29/14,3,OO-Oraganic Orange,128,2,8,,169236,3
9/29/14,1,Tangerine,59,42,"4,7",,169177,3
9/29/14,1,Tangerine,64,47,"4,7",,169179,3
9/29/14,1,Tangerine,15.2,20,"4,7",,169176,3
9/29/14,1,Tangerine,32,30,8,,169178,3
9/29/14,2,Smoothie Greens,15.2,15,7,,169187,3
9/29/14,2,Super Green,15.2,30,7,,169120,3
9/29/14,4,Super Green,15.2,6,8,,169120,3
9/29/14,1,Smoothie Greens,15.2,60,7,,169187,3
9/29/14,1,Smoothie Greens,15.2,20,4,,169187,3
9/29/14,1,Smoothie Greens,15.2,9,8,,169187,3
9/29/14,1,Mango,15.2,25,7,,169198,3
9/29/14,1,Mango,15.2,19,4,,169198,3
9/29/14,1,Mango,15.2,6,8,,169198,3
9/29/14,4,Smoothie Greens,15.2,4,"1,7,2",,169187,3
9/29/14,4,Mango,15.2,4,7,,169198,3
9/29/14,6,Smoothie Greens,15.2,15,6,,169187,3
9/29/14,6,Smoothie Greens,15.2,6,4,,169187,3
9/29/14,4,Super Green,15.2,5,8,,169120,2
9/29/14,4,Super Green,15.2,16,1,,169120,2
9/29/14,4,OA-Organic Apple,15.2,3,8,,169161,2
9/29/14,4,OA-Organic Apple,15.2,6,1,,169161,2
10/4/14,1,Reg Orange,64,13,1,,167841,
10/1/14,1,Reg Orange,15.2,27,4,,167840,
10/12/14,1,Essential Greens,15.2,25,1,,167787,
10/9/14,1,Reg Orange,128,4,4,,167891,
10/12/14,1,Acidified Ginger,15.2,27,5,,167718,
10/21/14,1,Super Green,15.2,17,2,,167962,
10/12/14,2,Defense Up,15.2,5,3,27,,
10/12/14,2,Defense Up,15.2,6,2,20,,
10/10/14,2,Defense Up,15.2,2,5,27,,
10/11/14,2,Defense Up,15.2,8,2,18,,
10/12/14,2,Defense Up,15.2,11,1,21,,
10/5/14,1,Defense Up,15.2,16,6,,167772,
10/11/14,1,Reg Apple,64,19,6,,167755,
10/14/14,1,Reg Apple,59,17,1,,167756,
10/4/14,1,Reg Apple,128,6,2,,167757,
10/11/14,1,Essential Greens,15.2,19,2,,167787,
10/8/14,1,Reg Orange,128,18,4,,167891,
10/2/14,3,Org Apple,64,26,4,,,
10/3/14,3,Org Apple,64,23,3,,167749,1
10/16/14,3,Strawberry Smoothie,64,14,6,,167793,1
10/21/14,3,Acidified Beet,64,20,4,,167795,1
10/17/14,3,Pineapple,64,17,5,,167822,1
10/9/14,4,Defense Up,15.2,6,4,,167772,1
10/12/14,3,Acidified Ginger,15.2,24,2,,167718,1
10/5/14,3,Acidified Ginger,15.2,4,2,,167718,1
10/20/14,3,Acidified Ginger,15.2,8,2,,167718,1
10/19/14,2,Super Green,15.2,2,5,,167962,1
10/9/14,2,Super Green,15.2,19,3,24,167962,1
10/16/14,2,Super Green,15.2,5,5,26,167962,1
10/10/14,2,Super Green,15.2,14,6,27,167962,1
10/11/14,2,Coconut Water Pineapple,15.2,27,6,,167922,1
10/15/14,2,Coconut Water Pineapple,15.2,12,2,28,167922,1
10/22/14,2,Coconut Water Pineapple,15.2,2,1,19,167922,1
10/15/14,2,Essential Greens,15.2,13,5,,167787,1
10/20/14,2,Orange Carrot Mango,15.2,14,6,,167856,1
10/17/14,2,Orange Carrot Mango,15.2,15,2,,167856,1
10/16/14,2,Essential Vegetable,15.2,28,6,,167852,1
10/10/14,2,Orange Carrot Mango,15.2,24,5,,167856,1
10/19/14,2,Coconut Water Pineapple,15.2,19,1,,167922,1
10/5/14,2,Reg Orange,15.2,28,4,,137840,1
10/6/14,3,Org Orange,64,11,1,,167833,1
10/13/14,4,Coconut Water Pineapple,15.2,22,3,,167922,1
10/15/14,4,Org Orange,15.2,18,6,,167831,1
10/10/14,4,Orange Carrot Mango,15.2,23,4,,167856,1
10/15/14,4,Essential Vegetable,15.2,19,5,,167852,1
10/8/14,4,Reg Orange,15.2,23,4,,167840,1
10/7/14,1,Coconut Water Pineapple,15.2,24,4,,167922,1
10/4/14,1,Super Green,15.2,12,5,,167896,1
10/19/14,1,Essential Vegetable,15.2,20,1,,167852,1
10/11/14,1,Reg Orange,15.2,15,3,,167840,1
10/20/14,1,Super Green,15.2,28,3,,167962,1
10/6/14,2,Coconut Water Pineapple,15.2,11,6,,167922,1
10/5/14,3,Org Orange,15.2,16,1,,167831,1
10/19/14,4,Orange Carrot Mango,15.2,19,3,,167856,1
10/7/14,1,Essential Vegetable,15.2,19,1,,167852,1
10/19/14,2,Reg Orange,15.2,14,4,,167840,1
10/13/14,2,Super Green,32,23,6,,167896,
10/22/14,2,Orange Carrot Mango,15.2,9,3,,167856,
10/9/14,2,Essential Vegetable,15.2,15,6,,167852,
10/13/14,2,Reg Orange,15.2,23,2,,167840,
10/16/14,3,Reg Orange,128,7,1,,167891,2
10/22/14,3,Reg Orange,64,17,6,,167841,2
10/10/14,3,Reg Apple,64,18,4,,167755,2
10/22/14,4,Org V,15.2,16,4,,167848,
10/12/14,3,Org V,15.2,29,1,,167962,
10/3/14,2,Super Green,15.2,22,3,,167922,
10/4/14,1,Coconut Water Pineapple,15.2,17,2,,167848,
10/18/14,2,Org V,15.2,29,4,,167848,2
10/14/14,2,Org V,15.2,5,4,,167848,2
10/12/14,2,Org V,15.2,4,4,,167848,2
10/13/14,2,Org V,15.2,15,2,,167848,2
10/22/14,2,Org V,15.2,25,2,,167848,2
10/9/14,2,Coconut Water Pineapple,15.2,13,6,,167922,2
10/21/14,2,Super Green,15.2,28,2,,167962,2
10/6/14,2,Super Green,15.2,9,6,24,167962,2
10/15/14,2,Super Green,15.2,6,6,,167962,2
10/6/14,2,Reg Orange,15.2,28,3,,167840,2
10/9/14,2,Reg Orange,15.2,27,5,,167840,2
10/16/14,2,Reg Orange,15.2,18,1,,167840,2
10/21/14,4,Reg Orange,15.2,8,5,,167840,2
10/12/14,4,Coconut Water Pineapple,15.2,23,4,,167922,2
10/4/14,4,Org V,15.2,26,2,,167848,2
10/21/14,2,Coconut Water Pineapple,15.2,6,1,,167922,2
10/9/14,2,Coconut Water Pineapple,15.2,5,1,,167922,2
10/9/14,2,Coconut Water Pineapple,15.2,25,1,,167922,2
10/3/14,2,Coconut Water Pineapple,15.2,1,6,,167922,2
10/20/14,2,Coconut Water Pineapple,15.2,3,4,,167922,2
10/1/14,2,Coconut Water Pineapple,15.2,21,4,,167922,2
10/10/14,2,Coconut Water Pineapple,15.2,1,2,,167922,2
10/8/14,2,Coconut Water Pineapple,15.2,27,6,,167922,2
10/14/14,2,Coconut Water Pineapple,15.2,16,1,,167922,2
10/22/14,2,Coconut Water Pineapple,15.2,17,3,,167922,2
10/10/14,2,Org. Spicy Lemonade,15.2,24,6,26,168041,2
10/22/14,2,Essential Vegetable,15.2,9,6,27,,
10/7/14,2,Org Carrot Mango,15.2,20,1,26,,
10/6/14,2,Super Green,15.2,28,1,24,,
10/17/14,2,Super Green,15.2,6,6,26,,
10/5/14,2,Super Green,15.2,27,5,27,,
10/5/14,2,Coconut Water Pineapple,15.2,20,5,19,,
10/4/14,2,Coconut Water Pineapple,15.2,12,4,28,,
10/20/14,2,Protein,15.2,26,2,,167925,3
10/17/14,2,Protein,15.2,29,3,,167925,3
10/15/14,3,Sweet Greens and Lemon,32,28,4,,167908,3
10/18/14,3,Sweet Greens and Lemon,32,26,3,,167908,3
10/4/14,3,Sweet Greens and Lemon,32,3,2,,167908,3
10/13/14,4,Sweet Greens and Lemon,15.2,6,1,,167909,3
10/5/14,4,Sweet Greens and Lemon,15.2,16,6,,167909,3
10/7/14,4,Reg Orange,15.2,4,6,,1678470,3
10/1/14,4,Apple Berry,15.2,2,3,,167916,3
10/17/14,2,Org Avocado Greens,15.2,26,1,,167899,2
10/19/14,2,Org Avocado Greens,15.2,19,1,,167899,2
10/3/14,2,Org Avocado Greens,15.2,9,6,,167899,2
10/22/14,2,Apple Berry,15.2,26,5,,167916,2
10/18/14,2,Apple Berry,15.2,4,5,,167916,2
10/14/14,2,Apple Berry,15.2,3,3,,167916,2
10/1/14,2,Apple Berry,15.2,8,1,,167916,2
10/1/14,2,Sweet Greens and Lemon,15.2,24,2,,167909,2
10/11/14,2,Sweet Greens and Lemon,15.2,20,3,,167908,2
10/12/14,2,Reg Orange,15.2,10,2,,167840,2
10/3/14,2,Reg Orange,15.2,8,3,,167840,2
10/19/14,2,Reg Orange,15.2,29,1,,167840,2
10/21/14,2,Reg Orange,15.2,23,2,,167840,2
10/15/14,2,Reg Orange,15.2,6,5,,167840,2
10/7/14,2,Reg Orange,15.2,18,6,19,167840,2
10/20/14,2,Reg Orange,15.2,8,5,,167840,2
10/5/14,2,Sweet Greens and Lemon,15.2,24,5,,167909,2
10/15/14,2,Sweet Greens and Lemon,15.2,10,5,,167909,2
10/3/14,2,Sweet Greens and Lemon,15.2,11,4,,167909,2
10/11/14,2,Sweet Greens and Lemon,15.2,19,4,,167909,2
10/13/14,2,Sweet Greens and Lemon,15.2,1,6,,167909,2
10/10/14,2,Sweet Greens and Lemon,15.2,25,5,,167909,2
10/3/14,2,Sweet Greens and Lemon,15.2,17,1,,167909,2
10/22/14,2,Sweet Greens and Lemon,15.2,16,3,,167909,2
10/12/14,2,Sweet Greens and Lemon,15.2,6,4,,167909,2
10/3/14,2,Sweet Greens and Lemon,15.2,5,3,,167909,2
