date,location,flavor,size,qty,defecttype,cavitynum,jobnum,shift,
9/10/14,2,Lime,15.2,2,7,,168250,2,
9/10/14,2,MCS-Mango Carrot Smoothy,15.2,2,7,,168204,2,
9/10/14,2,OCM- Orange Carrot Mango,15.2,2,2,,168202,2,
9/10/14,2,OCM- Orange Carrot Mango,15.2,13,7,,168202,2,
9/10/14,2,Apple Berry,15.2,18,7,,168158,2,
9/10/14,2,Apple Berry,15.2,7,2,,168158,2,
9/10/14,2,OSB-Organic Sweet Burn,15.2,2,7,,168145,2,
9/10/14,2,OO-Oraganic Orange,15.2,1,1,,168315,2,
9/10/14,2,Grapefurit,15.2,21,1,,168124,2,
9/10/14,2,Reg Orange,15.2,3,1,,168189,2,
9/10/14,2,Reg Orange,15.2,3,2,,168189,2,
9/10/14,2,Grapefurit,15.2,1,2,,168126,2,
9/10/14,3,Apple Berry,15.2,3,2,,168158,2,
9/10/14,3,Apple Berry,15.2,4,7,,168158,2,
9/10/14,3,Coconut Water Pineapple,15.2,5,2,,168182,2,
9/10/14,3,Coconut Water Pineapple,15.2,5,7,,168182,2,
9/10/14,3,Defense Up,15.2,1,7,,168184,2,
9/10/14,3,EV-Essential Veggies,15.2,2,2,,168198,2,
9/10/14,3,EV-Essential Veggies,15.2,8,7,,168198,2,
9/10/14,3,Apple Berry,15.2,2,2,,168158,2,
9/10/14,4,Apple Berry,15.2,4,1,,168158,2,
9/11/14,1,Super Green,15.2,14,9,,168256,1,
9/11/14,1,Defense Up,15.2,16,9,,168184,1,
9/11/14,1,Reg Orange,15.2,6,9,,168353,1,
9/11/14,2,Super Green,15.2,18,7,,168256,1,
9/11/14,2,Pineapple,64,2,3,,168243,1,
9/11/14,2,Defense Up,15.2,18,7,,168184,1,
9/11/14,3,,15.2,1,2,,168064,1,
9/11/14,3,,15.2,1,2,,168064,1,
9/11/14,3,Essential Greens,32,3,2,,168140,1,
9/11/14,3,Pineapple,64,1,2,,168243,1,
9/11/14,3, Strawberry Smoothy,64,1,7,,168143,1,
9/11/14,4,Defense Up,15.2,2,2,,168184,1,
9/11/14,4,Super Green,15.2,13,2,,168256,1,
9/11/14,6,Super Green,15.2,14,1,,168256,1,
9/11/14,4,Defense Up,15.2,39,7,,168184,1,
9/11/14,4,Defense Up,15.2,10,3,,168184,1,
9/11/14,4,Super Green,15.2,5,7,,168256,1,
9/11/14,4,Pineapple,15.2,1,7,,168243,1,
9/11/14,4,Defense Up,15.2,13,2,,168184,1,
9/11/14,4,Defense Up,15.2,3,8,,168184,1,
9/11/14,4,Reg Orange,15.2,1,2,,168353,1,
9/11/14,1,Reg Orange,15.2,22,7,,168353,2,
9/11/14,1,Reg Orange,15.2,5,2,,168353,2,
9/11/14,1,Reg Orange,15.2,4,1,,168353,2,
9/11/14,1,O. Avocado Greens,15.2,6,7,,168258,2,
9/11/14,1,SGL-Sweet Greens & Lemon,15.2,12,2,,168266,2,
9/11/14,1,SGL-Sweet Greens & Lemon,15.2,47,1,,168266,2,
9/11/14,1,SGL-Sweet Greens & Lemon,15.2,2013,7,,168266,2,
9/11/14,1,CPW-Coconut Pineapple Water,15.2,15,7,,168280,2,
9/11/14,1,Reg Orange,15.2,5,7,,168353,2,
9/11/14,3,Lemon,15.2,5,1,,168247,2,
9/11/14,3,Lemon,15.2,5,1,,168247,2,
9/11/14,3,Essential Greens,15.2,3,2,,168140,2,
9/11/14,3,Lemon,15.2,3,7,,168247,2,
9/11/14,4,Super Green,15.2,10,2,,168256,2,
9/11/14,4,Reg Orange,15.2,6,2,,168353,2,
9/11/14,4,Reg Orange,15.2,2,6,,168353,2,
9/11/14,4,Reg Orange,15.2,2,7,,168353,2,
9/11/14,4,SGL-Sweet Greens & Lemon,15.2,2,2,,168266,2,
9/11/14,4,Defense Up,15.2,1,7,,138184,2,
9/11/14,2,Super Green,15.2,7,1,,168256,2,
9/11/14,2,Super Green,15.2,28,2,,168256,2,
9/11/14,2,Super Green,15.2,18,1,,168256,2,
9/11/14,2,Super Green,15.2,1,8,,168256,2,
9/11/14,2,Super Green,15.2,62,7,,168256,2,
9/11/14,2,SGL-Sweet Greens & Lemon,32,5,2,,168265,2,
9/11/14,2,Lemon,15.2,2,7,,168246,2,
9/11/14,2,SGL-Sweet Greens & Lemon,15.2,1,7,,168265,2,
9/11/14,2,SGL-Sweet Greens & Lemon,15.2,15,1,,168266,2,
9/11/14,2,SGL-Sweet Greens & Lemon,15.2,3,2,,168266,2,
9/11/14,2,SGL-Sweet Greens & Lemon,15.2,27,1,,168266,2,
9/11/14,4,CPW-Coconut Pineapple Water,15.2,27,1,,167922,2,
9/11/14,4,SGL-Sweet Greens & Lemon,15.2,5,7,,168266,2,
9/11/14,4,CPW-Coconut Pineapple Water,15.2,2,1,,168280,2,
9/11/14,4,SGL-Sweet Greens & Lemon,15.2,22,7,,168266,3,
9/11/14,4,SGL-Sweet Greens & Lemon,15.2,8,1,,168266,3,
9/11/14,4,SGL-Sweet Greens & Lemon,15.2,9,2,,168266,3,
9/11/14,4,CPW-Coconut Pineapple Water,15.2,11,7,,168280,3,
9/11/14,4,CPW-Coconut Pineapple Water,15.2,5,7,,168280,3,
9/11/14,3,Lemon,128,2,6,,168251,3,
9/11/14,3,Lemon,128,2,7,,168251,3,
9/11/14,3,Lemon,128,1,6,,168247,3,
9/11/14,3,Lemon,128,1,7,,168247,3,
9/11/14,3,Lemon,64,1,4,,168246,3,
9/11/14,3,SGL-Sweet Greens & Lemon,32,5,4,,168265,3,
9/11/14,1,CPW-Coconut Pineapple Water,15.2,4,2,,168280,3,
9/11/14,1,CPW-Coconut Pineapple Water,15.2,18,7,,168280,3,
9/11/14,6,SGL-Sweet Greens & Lemon,15.2,7,1,,168266,3,
9/11/14,6,O. Avocado Greens,15.2,3,1,,168258,3,
9/11/14,6,CPW-Coconut Pineapple Water,15.2,24,1,,168280,3,
9/11/14,6,CPW-Coconut Pineapple Water,15.2,4,7,,168280,3,
9/11/14,2,CPW-Coconut Pineapple Water,15.2,80,7,,168280,3,
9/11/14,2,SGL-Sweet Greens & Lemon,15.2,60,7,,168255,3,
9/11/14,2,O. Avocado Greens,15.2,10,7,,168258,3,
9/11/14,2,Lemon,15.2,1,7,,165281,3,
9/12/14,4,CPW-Coconut Pineapple Water,15.2,5,9,,168280,1,
9/12/14,4,CPW-Coconut Pineapple Water,15.2,2,2,,168280,1,
9/12/14,4,Defense Up,15.2,1,2,,168184,1,
9/14/14,6,OO-Oraganic Orange,15.2,6,2,,168433,1,
9/14/14,6,SGL-Sweet Greens & Lemon,15.2,1,2,,168682,1,
9/14/14,1,OL-Organic Lemon,15.2,32,7,,168406,2,
9/14/14,1,OL-Organic Lemon,15.2,9,1,,168406,2,
9/14/14,1,OSL-Organic Spicy Lemonade,15.2,3,2,,168409,2,
9/14/14,1,OGL-Organic Ginger Lemonade,15.2,4,2,,168417,2,
9/14/14,1,OO-Oraganic Orange,15.2,19,7,,168692,2,
9/14/14,1,OO-Oraganic Orange,15.2,11,1,,168692,2,
9/14/14,1,Super Green,15.2,5,2,,168424,2,
9/14/14,4,Super Green,15.2,3,2,,168424,2,
9/14/14,4,PP-Protein Power,15.2,1,2,,168404,2,
9/14/14,4,SG-Sweet Green,15.2,17,"2,7",,168682,2,
9/14/14,1,O. Strawberry Lemonade,15.2,2,7,,168416,3,
9/14/14,1,Reg Orange,15.2,5,2,,168433,3,
9/14/14,1,Reg Orange,15.2,2,1,,168433,3,
9/14/14,1,Reg Orange,15.2,17,7,,168433,3,
9/14/14,1,Reg Orange,15.2,3,4,,168433,3,
9/14/14,1,OO-Oraganic Orange,15.2,26,7,,168691,3,
9/14/14,1,OO-Oraganic Orange,15.2,9,2,,168691,3,
9/14/14,1,OO-Oraganic Orange,15.2,4,4,,168691,3,
9/14/14,1,Super Green,15.2,11,7,,168424,3,
9/14/14,1,Super Green,15.2,2,2,,168424,3,
9/14/14,1,Super Green,15.2,3,6,,168424,3,
9/14/14,4,Super Green,15.2,3,7,,168424,3,
9/14/14,4,Super Green,15.2,6,2,,168424,3,
9/14/14,4,OSL-Organic Spicy Lemonade,15.2,36,1,,168409,3,
9/14/14,4,OSL-Organic Spicy Lemonade,15.2,13,7,,168409,3,
9/14/14,4,OGL-Organic Ginger Lemonade,15.2,23,1,,168417,3,
9/14/14,4,OGL-Organic Ginger Lemonade,15.2,4,7,,168417,3,
9/14/14,4,Super Green,15.2,3,8,,168424,3,
9/15/14,2,OO-Oraganic Orange,15.2,19,7,,168691,1,
9/15/14,2,OO-Oraganic Orange,15.2,5,3,,168691,1,
9/15/14,1,O. Strawberry Lemonade,15.2,1,9,,168413,1,
9/15/14,1,Reg Orange,15.2,16,9,,138433,1,
9/15/14,1,O. Strawberry Lemonade,64,3,9,,138414,1,
9/15/14,1,Super Green,32,4,9,,168425,1,
9/15/14,1,SGL-Sweet Greens & Lemon,15.2,8,9,,168682,1,
9/15/14,1,SGB-Sweet Green Base,64,5,9,,168440,1,
9/15/14,2,OO-Oraganic Orange,15.2,5,1,,168691,1,
9/15/14,2,OO-Oraganic Orange,15.2,6,7,,168691,1,
9/15/14,2,Reg Orange,15.2,68,7,,168433,1,
9/15/14,2,Reg Orange,15.2,5,3,,168433,1,
9/15/14,2,SGL-Sweet Greens & Lemon,15.2,15,7,,168682,1,
9/15/14,2,O. Strawberry Lemonade,15.2,1,7,,168413,1,
9/15/14,4,Reg Orange,15.2,7,9,,168433,1,
9/15/14,4,OO-Oraganic Orange,15.2,50,1,,168691,1,
9/15/14,4,OO-Oraganic Orange,15.2,3,2,,168691,1,
9/15/14,4,OO-Oraganic Orange,15.2,2,2,,168691,1,
9/15/14,1,SGL-Sweet Greens & Lemon,15.2,65,7,,168682,2,
9/15/14,1,SGL-Sweet Greens & Lemon,15.2,7,2,,168682,2,
9/15/14,1,SGL-Sweet Greens & Lemon,15.2,2,2,,168440,2,
9/15/14,1,Smoothie Greens,15.2,14,7,,168507,2,
9/15/14,1,PP-Protein Power,15.2,36,7,,168404,2,
9/15/14,1,PP-Protein Power,15.2,18,1,,168404,2,
9/15/14,4,SGL-Sweet Greens & Lemon,15.2,7,8,,168682,2,
9/15/14,2,SGL-Sweet Greens & Lemon,15.2,91,7,,168682,2,
9/15/14,2,SGL-Sweet Greens & Lemon,15.2,3,2,,168682,2,
9/15/14,2,SGL-Sweet Greens & Lemon,15.2,2,7,,168440,2,
9/15/14,2,ACDC-Acidified Cucumber,15.2,24,7,,168437,2,
9/15/14,2,Super Green,15.2,50,7,,168437,2,
9/15/14,2,Super Green,15.2,22,1,,168437,2,
9/15/14,2,Super Green,15.2,5,2,,168437,2,
9/15/14,2,Super Green,15.2,2,4,,168437,2,
9/15/14,2,Super Green,15.2,3,3,,168437,2,
9/15/14,2,Super Green,15.2,9,7,,168425,2,
9/15/14,2,Super Green,15.2,4,2,,168425,2,
9/15/14,2,PP-Protein Power,15.2,32,7,,168404,2,
9/15/14,2,PP-Protein Power,15.2,2,2,,168404,2,
9/15/14,2,PP-Protein Power,15.2,2,3,,168404,2,
9/15/14,2,PP-Protein Power,15.2,10,1,,168404,2,
9/15/14,2,O. Strawberry Lemonade,15.2,26,7,,168413,2,
9/15/14,2,O. Strawberry Lemonade,15.2,1,4,,168413,2,
9/15/14,2,O. Strawberry Lemonade,15.2,2,7,,168414,2,
9/15/14,2,Reg Orange,15.2,13,7,,168433,3,
9/15/14,2,Super Green,15.2,20,7,,168424,3,
9/15/14,2,OGL-Organic Ginger Lemonade,15.2,23,7,,168417,3,
9/15/14,2,OO-Oraganic Orange,64,12,7,,168692,3,
9/15/14,2,OO-Oraganic Orange,15.2,10,7,,168691,3,
9/15/14,3,SGB-Sweet Green Base,15.2,2,8,,168440,3,
9/15/14,3,ACDC-Acidified Cucumber,15.2,4,6,,168437,3,
9/15/14,3,ACDC-Acidified Cucumber,15.2,5,8,,168437,3,
9/15/14,3,Super Green,15.2,5,2,,168425,3,
9/15/14,3,Super Green,15.2,4,7,,168425,3,
9/15/14,3,Super Green,15.2,2,8,,168425,3,
9/15/14,3,SBS-Strawberry Smoothy,15.2,1,8,,168521,3,
9/15/14,4,PP-Protein Power,15.2,19,8,,168404,3,
9/15/14,4,PP-Protein Power,15.2,1,7,,168404,3,
9/15/14,4,PP-Protein Power,15.2,30,7,,168404,3,
9/15/14,4,Apple Berry,15.2,12,7,,168539,3,
9/15/14,4,PP-Protein Power,15.2,8,7,,168404,3,
9/16/14,1,SGL-Sweet Greens & Lemon,15.2,6,9,,168683,1,
9/16/14,1,EG-Essential Greens,15.2,5,9,,168678,1,
9/16/14,2,SGL-Sweet Greens & Lemon,15.2,53,7,,168682,1,
9/16/14,2,SGL-Sweet Greens & Lemon,15.2,1,3,,168682,1,
9/16/14,2,Tangerine,15.2,30,7,,168498,1,
9/16/14,2,O. Strawberry Lemonade,15.2,5,7,,168413,1,
9/16/14,2,OA-Organic Apple,15.2,4,7,,168483,1,
9/16/14,2,EG-Essential Greens,15.2,24,7,,168678,1,
9/16/14,2,EG-Essential Greens,7,8,3,,168678,1,
9/16/14,4,SGL-Sweet Greens & Lemon,15.2,7,9,,168682,1,
9/16/14,4,EG-Essential Greens,15.2,6,9,,168678,1,
9/16/14,4,PP-Protein Power,15.2,12,1,,168404,1,
9/16/14,4,O. Strawberry Lemonade,15.2,7,1,,168413,1,
9/16/14,4,SGL-Sweet Greens & Lemon,15.2,7,2,,168682,1,
9/16/14,4,EG-Essential Greens,15.2,8,2,,168678,1,
9/16/14,4,PP-Protein Power,15.2,8,2,,168404,1,
9/16/14,4,O. Strawberry Lemonade,15.2,12,2,,168413,1,
9/16/14,2,O. Strawberry Lemonade,15.2,1,3,,168413,2,
9/16/14,2,O. Strawberry Lemonade,15.2,4,2,,168413,2,
9/16/14,2,O. Strawberry Lemonade,15.2,5,7,,168413,2,
9/16/14,2,O. Strawberry Lemonade,15.2,3,1,,168413,2,
9/16/14,2,OA-Organic Apple,15.2,3,7,,168483,2,
9/16/14,2,OA-Organic Apple,15.2,8,1,,168483,2,
9/16/14,2,OA-Organic Apple,64,7,7,,168482,2,
9/16/14,2,SGL-Sweet Greens & Lemon,32,2,2,,168683,2,
9/16/14,2,SGL-Sweet Greens & Lemon,32,3,7,,168383,2,
9/16/14,2,OCA-Organic Carrot Apple,15.2,24,7,,168573,2,
9/16/14,2,SGL-Sweet Greens & Lemon,15.2,49,7,,168682,2,
9/16/14,2,SGL-Sweet Greens & Lemon,15.2,9,2,,168682,2,
9/16/14,2,SGL-Sweet Greens & Lemon,15.2,30,1,,168682,2,
9/16/14,3,EG-Essential Greens,15.2,1,8,,168678,2,
9/16/14,3,OA-Organic Apple,15.2,1,8,,168483,2,
9/16/14,3,Tangerine,15.2,1,8,,168498,2,
9/16/14,3,SGL-Sweet Greens & Lemon,15.2,1,8,,168683,2,
9/16/14,3,OO-Oraganic Orange,15.2,1,8,,168691,2,
9/16/14,3,RO-Regular Orange,15.2,1,8,,168433,2,
9/16/14,1,OCA-Organic Carrot Apple,15.2,67,7,,168573,2,
9/16/14,1,Mango ,15.2,9,7,,168534,2,
9/16/14,1,mango ,15.2,3,2,,168534,2,
9/16/14,1,RA-Regular Apple,64,2,1,,168488,2,
9/16/14,1,RA-Regular Apple,64,1,2,,168488,2,
9/16/14,1,CWG-Coconut Water Greens,15.2,25,7,,168504,2,
9/16/14,1,EG-Essential Greens,15.2,20,7,,168678,2,
9/16/14,1,EG-Essential Greens,15.2,1,2,,168678,2,
9/16/14,1,SGL-Sweet Greens & Lemon,32,1,7,,168683,2,
9/16/14,1,SGL-Sweet Greens & Lemon,32,1,1,,168683,2,
9/16/14,1,RA-Regular Apple,15.2,14,1,,168490,2,
9/16/14,1,OA-Organic Apple,64,17,1,,168482,2,
9/16/14,1,OA-Organic Apple,64,8,2,,168482,2,
9/16/14,1,CPW-Coconut Pineapple Water,15.2,3,2,,168529,2,
9/16/14,4,EG-Essential Greens,15.2,1,2,,168678,2,
9/16/14,4,O. Strawberry Lemonade,15.2,3,7,,168413,2,
9/16/14,4,SGL-Sweet Greens & Lemon,15.2,2,"2,6",,168682,2,
9/16/14,4,OA-Organic Apple,15.2,2,"2,7",,168483,2,
9/16/14,4,Smoothie Greens,15.2,4,2,,168507,2,
9/16/14,2,EG-Essential Greens,15.2,25,7,,168678,2,
9/16/14,2,Mango ,15.2,20,7,,168534,2,
9/16/14,2,CWG-Coconut Water Greens,15.2,160,7,,168504,2,
9/17/14,2,OV-Organic Veggie,15.2,35,7,,168575,1,
9/17/14,2,OV-Organic Veggie,15.2,3,3,,168575,1,
9/17/14,2,OCM- Orange Carrot Mango,15.2,10,7,,168582,1,
9/17/14,2,OCM- Orange Carrot Mango,15.2,1,3,,168582,1,
9/17/14,2,CPW-Coconut Pineapple Water,15.2,4,7,,168529,1,
9/17/14,2,CPW-Coconut Pineapple Water,15.2,1,3,,168529,1,
9/17/14,2,EV-Essential Veggies,15.2,7,7,,168578,1,
9/17/14,2,Tangerine,15.2,1,7,,168498,1,
9/17/14,2,EG-Essential Greens,32,1,7,,168679,1,
9/17/14,2,RO-Regular Orange,64,1,7,,168435,1,
9/17/14,4,CPW-Coconut Pineapple Water,15.2,5,8,,168529,1,
9/17/14,4,OV-Organic Veggie,15.2,4,8,,168575,1,
9/17/14,6,CPW-Coconut Pineapple Water,15.2,5,2,,168529,1,
9/17/14,6,OV-Organic Veggie,15.2,9,2,,168575,1,
9/17/14,3,OA-Organic Apple,64,5,"2,5",,168482,1,
9/17/14,3,RA-Regular Apple,64,4,6,,168488,1,
9/17/14,1,RO-Regular Orange,15.2,8,9,,168435,1,
9/17/14,1,OV-Organic Veggie,15.2,1,8,,168575,1,
9/17/14,1,RO-Regular Orange,15.2,6,9,,168569,1,
9/17/14,1,OCM- Orange Carrot Mango,15.2,2,8,,168582,1,
9/17/14,1,MCS-Mango Carrot Smoothy,15.2,2,9,,168585,1,
9/17/14,1,EV-Essential Veggies,15.2,2,9,,168578,1,
9/17/14,1,Tangerine,15.2,4,9,,168501,1,
9/17/14,2,CWG-Coconut Water Greens,15.2,14,9,,168504,1,
9/17/14,2,OCM- Orange Carrot Mango,15.2,30,9,,168582,1,
9/17/14,2,EV-Essential Veggies,15.2,41,9,,168578,1,
9/17/14,2,RO-Regular Orange,15.2,1,9,,168434,1,
9/17/14,2,EG-Essential Greens,15.2,4,9,,168679,1,
9/17/14,3,EG-Essential Greens,15.2,6,8,,168679,1,
9/17/14,3,EG-Essential Greens,15.2,1,8,,168679,1,
9/17/14,4,CWG-Coconut Water Greens,15.2,7,9,,168504,1,
9/17/14,4,OCM- Orange Carrot Mango,15.2,2,9,,168582,1,
9/17/14,4,EV-Essential Veggies,15.2,2,9,,168578,1,
9/17/14,4,CWG-Coconut Water Greens,15.2,7,1,,168504,1,
9/17/14,4,OCM- Orange Carrot Mango,15.2,4,1,,168582,1,
9/17/14,4,EV-Essential Veggies,15.2,4,1,,168578,1,
9/17/14,4,Defense Up,15.2,10,1,,168567,3,
9/17/14,4,Defense Up,15.2,6,8,,168567,3,
9/17/14,4,Defense Up,15.2,6,2,,168567,3,
9/17/14,4,Defense Up,15.2,10,7,,168567,3,
9/17/14,4,Defense Up,15.2,3,3,,168567,3,
9/17/14,4,Defense Up,15.2,4,7,,168567,3,
9/17/14,2,Defense Up,15.2,92,7,,168567,3,
9/17/14,2,COCONUT,64,2,7,,168530,3,
9/17/14,2,SGG-Sweet Greens & Ginger,15.2,10,7,,168639,3,
9/17/14,3,Tangerine,15.2,6,8,,168501,3,
9/17/14,3,Tangerine,15.2,2,2,,168501,3,
9/17/14,3,Tangerine,15.2,3,7,,168501,3,
9/17/14,3,RO-Regular Orange,15.2,2,8,,168435,3,
9/17/14,3,OAC-OreganicAcidified Carrot,15.2,3,7,,168571,3,
9/17/14,3,OAC-OreganicAcidified Carrot,15.2,1,8,,168571,3,
9/17/14,3,EG-Essential Greens,15.2,1,8,,168516,3,
9/17/14,1,SGG-Sweet Greens & Ginger,15.2,90,4,,168639,3,
9/17/14,1,SGG-Sweet Greens & Ginger,15.2,26,7,,168639,3,
9/17/14,1,RO-Regular Orange,15.2,10,4,,168569,3,
9/17/14,1,RO-Regular Orange,15.2,48,7,,168569,3,
9/17/14,1,Defense Up,15.2,52,4,,168567,3,
9/17/14,1,Defense Up,15.2,49,7,,168567,3,
9/18/14,4,Defense Up,15.2,7,2,,168567,1,
9/18/14,4,SGG-Sweet Greens & Ginger,15.2,3,2,,168639,1,
9/18/14,4,ORR-Organic Ruby Roots,15.2,2,7,,168646,1,
9/18/14,2,Defense Up,15.2,25,7,,168567,1,
9/18/14,2,Defense Up,15.2,12,3,,168567,1,
9/18/14,2,Super Green,15.2,27,7,,168634,1,
9/18/14,2,Super Green,15.2,7,3,,168634,1,
9/18/14,2,SGG-Sweet Greens & Ginger,15.2,3,7,,168639,1,
9/18/14,2,RO-Regular Orange,15.2,1,7,,168569,1,
9/18/14,2,SGG-Sweet Greens & Ginger,15.2,17,7,,168639,1,
9/18/14,2,ORR-Organic Ruby Roots,15.2,22,7,,168646,1,
9/18/14,2,Defense Up,15.2,7,2,,168567,1,
9/18/14,4,Defense Up,15.2,6,2,,168567,1,
9/18/14,4,Defense Up,15.2,3,3,,168567,1,
9/18/14,4,Super Green,15.2,4,2,,168634,1,
9/18/14,4,Super Green,15.2,3,7,,168634,1,
9/18/14,1,Defense Up,15.2,27,9,,168567,1,
9/18/14,1,Super Green,32,1,9,,168633,1,
9/18/14,1,RO-Regular Orange,128,3,9,,168569,1,
9/18/14,1,Pineapple,64,5,9,,168629,1,
9/18/14,1,Super Green,15.2,9,9,,168634,1,
9/18/14,1,OO-Oraganic Orange,64,1,9,,168731,1,
9/18/14,1,OO-Oraganic Orange,15.2,11,9,,168730,1,
9/18/14,3,CPW-Coconut Pineapple Water,64,4,2,,168530,1,
9/18/14,3,CPW-Coconut Pineapple Water,64,4,6,,168530,1,
9/18/14,3,RA-Regular Apple,59,2,2,,168489,1,
9/18/14,3,Tangerine,59,4,2,,168499,1,
9/18/14,4,OO-Oraganic Orange,15.2,7,1,,168730,2,
9/18/14,4,OO-Oraganic Orange,15.2,3,2,,168730,2,
9/18/14,4,OO-Oraganic Orange,15.2,2,7,,168730,2,
9/18/14,4,SC-Splendid Carrot,15.2,2,1,,168644,2,
9/18/14,4,SC-Splendid Carrot,15.2,2,8,,168644,2,
9/18/14,4,Super Green,15.2,8,1,,168634,2,
9/18/14,4,Super Green,15.2,4,2,,168634,2,
9/18/14,4,Super Green,15.2,3,7,,168634,2,
9/18/14,4,Super Green,15.2,3,8,,168634,2,
9/18/14,4,Super Green,15.2,1,3,,168634,2,
9/18/14,3,Tangerine,32,4,2,,168500,2,
9/18/14,3,Tangerine,32,2,6,,168500,2,
9/18/14,3,Tangerine,32,5,7,,168500,2,
9/18/14,3,Tangerine,32,3,1,,168500,2,
9/18/14,3,Super Green,32,1,1,,168425,2,
9/18/14,3,Pineapple,64,1,6,,168629,2,
9/18/14,3,RO-Regular Orange,128,1,8,,168568,2,
9/18/14,3,Tangerine,32,1,8,,168494,2,
9/18/14,3,Defense Up,15.2,1,8,,168563,2,
9/18/14,3,RO-Regular Orange,32,1,8,,168434,2,
9/18/14,3,Tangerine,32,1,8,,168496,2,
9/18/14,3,Super Green,32,1,8,,168419,2,
9/18/14,3,Pineapple,64,1,8,,168628,2,
9/18/14,2,Super Green,15.2,2,7,,168634,2,
9/18/14,2,Super Green,15.2,2,2,,168634,2,
9/18/14,2,RO-Regular Orange,15.2,30,7,,168627,2,
9/18/14,4,Defense Up,15.2,30,1,,168567,1,
9/18/14,4,Defense Up,15.2,9,9,,168567,1,
9/18/14,4,Super Green,15.2,21,9,,168634,1,
9/18/14,2,Pineapple,64,3,7,,168629,2,
9/18/14,2,RO-Regular Orange,128,4,2,,168569,2,
9/18/14,2,OO-Oraganic Orange,15.2,20,7,,168730,2,
9/18/14,2,OO-Oraganic Orange,15.2,8,1,,168730,2,
9/18/14,2,OO-Oraganic Orange,15.2,6,2,,168730,2,
9/18/14,2,OO-Oraganic Orange,15.2,8,3,,168730,2,
9/18/14,2,Super Green,32,4,7,,168633,2,
9/18/14,2,Super Green,32,4,2,,168633,2,
9/18/14,2,Super Green,15.2,17,7,,168634,2,
9/18/14,2,Super Green,15.2,5,2,,168634,2,
9/18/14,2,Super Green,15.2,5,1,,168634,2,
9/18/14,2,SC-Splendid Carrot,15.2,2,2,,168644,2,
9/18/14,2,SC-Splendid Carrot,15.2,7,1,,168644,2,
9/18/14,2,SC-Splendid Carrot,15.2,1,3,,168644,2,
9/18/14,2,SC-Splendid Carrot,15.2,15,7,,168644,2,
9/18/14,4,SC-Splendid Carrot,15.2,41,7,,168644,2,
9/18/14,4,RO-Regular Orange,15.2,11,7,,168627,2,
9/18/14,4,Super Green,15.2,9,7,,168634,2,
9/18/14,4,CPW-Coconut Pineapple Water,15.2,5,1,,168651,3,
9/18/14,4,CPW-Coconut Pineapple Water,15.2,5,7,,168651,3,
9/18/14,6,RO-Regular Orange,128,5,1,,168569,,
9/18/14,6,RO-Regular Orange,128,3,7,,168569,2,
9/18/14,6,OSB-Organic Sweet Burn,15.2,19,7,,168518,2,
9/18/14,6,OSB-Organic Sweet Burn,15.2,8,1,,168518,2,
9/18/14,6,OSB-Organic Sweet Burn,15.2,2,2,,168518,2,
9/18/14,6,OAG-Organic Avocado Greens,15.2,30,7,,168636,2,
9/18/14,6,OAG-Organic Avocado Greens,15.2,10,1,,168636,2,
9/18/14,6,RO-Regular Orange,15.2,48,7,,168730,2,
9/18/14,6,RO-Regular Orange,15.2,9,1,,168730,2,
9/18/14,6,CPW-Coconut Pineapple Water,15.2,25,7,,168651,2,
9/18/14,6,CPW-Coconut Pineapple Water,15.2,3,1,,168651,2,
9/18/14,6,RO-Regular Orange,15.2,5,4,,168627,3,
9/18/14,6,RO-Regular Orange,15.2,7,7,,168627,3,
9/18/14,6,CPW-Coconut Pineapple Water,15.2,49,4,,168651,3,
9/18/14,6,SGL-Sweet Greens & Lemon,15.2,2,7,,168642,3,
9/18/14,6,SGL-Sweet Greens & Lemon,15.2,1,4,,168642,3,
9/18/14,6,CPW-Coconut Pineapple Water,15.2,12,"2,7",,168651,3,
9/18/14,6,RO-Regular Orange,15.2,10,7,,168627,3,
9/19/14,3,MCS-Mango Carrot Smoothy,64,4,9,,168585,1,
9/19/14,4,CPW-Coconut Pineapple Water,15.2,9,2,,168651,1,
9/19/14,4,OSB-Organic Sweet Burn,15.2,5,2,,168518,1,
9/19/14,4,CPW-Coconut Pineapple Water,15.2,4,1,,168651,1,
9/19/14,4,OAG-Organic Avocado Greens,15.2,7,1,,168636,2,
9/19/14,4,OAG-Organic Avocado Greens,15.2,4,7,,168636,2,
9/19/14,4,SGL-Sweet Greens & Lemon,15.2,6,1,,168642,2,
9/19/14,4,SGL-Sweet Greens & Lemon,15.2,3,7,,168642,2,
9/19/14,4,SGL-Sweet Greens & Lemon,15.2,2,8,,168642,2,
9/19/14,4,SGL-Sweet Greens & Lemon,15.2,5,2,,168642,2,
9/19/14,4,OAG-Organic Avocado Greens,15.2,1,2,,168636,2,
9/19/14,2,SGL-Sweet Greens & Lemon,15.2,68,7,,168642,1,
9/19/14,2,SGL-Sweet Greens & Lemon,15.2,4,3,,168642,1,
9/19/14,2,SGL-Sweet Greens & Lemon,15.2,1,4,,168642,1,
9/19/14,2,SGL-Sweet Greens & Lemon,15.2,10,1,,168642,1,
9/19/14,2,CPW-Coconut Pineapple Water,15.2,7,7,,168651,1,
9/19/14,2,OSB-Organic Sweet Burn,15.2,1,7,,168518,1,
9/19/14,2,OO-Oraganic Orange,64,1,1,,168731,1,
